						
Maxfit, фитнес-клуб	Фитнес-клубы | Тренажёрные залы | Услуги массажиста	г. Уфа	Интернациональная, 133а	https://vk.com/maxfit_ufa	 +7 (347) 263-50-36	Калининский район
Turbo Fitness, студия персональных тренировок Александра Бишарова	Фитнес-клубы	г. Уфа	Гафури, 54	https://vk.com/turbo_fitness	 +7-987-252-83-52	Ленинский район
Клуб аквааэробики и фитнеса	Занятия по аквааэробике | Бассейны | Фитнес-клубы	г. Уфа	50-летия Октября, 21 к1	https://vk.com/akvaufa	 +7-917-348-46-84	Советский район
Велберри, спортивно-оздоровительный клуб для женщин	Велнес-залы | Фитнес-клубы | Занятия лечебной физкультурой | Услуги косметолога | Услуги по уходу за ресницами / бровями	г. Уфа	Хадии Давлетшиной бульвар, 18	https://vk.com/wellness_fitness_club	 +7 (347) 252-91-99;+7 (347) 266-00-75	Советский район
Йэшлек, спортклуб	Фитнес-клубы | Тренажёрные залы | Услуги массажиста	г. Уфа	Рихарда Зорге, 35		 +7 (347) 223-90-66	Октябрьский район
MANDALA, студия познания тела	Фитнес-клубы | Центры йоги	г. Уфа	Бакалинская, 3	https://vk.com/ufamandala	 +7-917-809-09-89	Кировский район
SuperBody.club, фитнес-студия	Фитнес-клубы	г. Уфа	Софьи Перовской, 52/2		 8-800-550-34-45	Кировский район
Подход, семейная фитнес-студия	Фитнес-клубы | Центры диетологии / нутрициологии	г. Уфа	Кировоградская, 18/1	https://vk.com/podhodufa	 +7 (347) 246-06-38; +7-917-734-11-72;+7-917-400-30-73	Советский район
EMS, фитнес-клуб	Фитнес-клубы	г. Уфа	Ленина, 33/1		 +7-927-080-39-99	Ленинский район
Джоли, студия красоты и коррекции фигуры	Велнес-залы | Фитнес-клубы | Услуги массажиста | Центры диетологии / нутрициологии | Ногтевые студии	г. Уфа	Кавказская, 6/12	https://vk.com/joly_club	 +7 (347) 294-96-00; +7-917-777-52-33;+7-917-777-33-52	Кировский район
Талия, фитнес-клуб	Фитнес-клубы | Тренажёрные залы	с. Булгаково, Уфимский район	Цюрупы, 113		 +7-986-976-80-66	
FIT XBody, студия эффективных тренировок	Фитнес-клубы	г. Уфа	Верхнеторговая площадь, 2	https://vk.com/fitxbody_ufa	 +7 (347) 299-99-92	Кировский район
90.60.90, студия персонального фитнеса	Фитнес-клубы	г. Уфа	Менделеева, 205а	https://vk.com/ufa_90_60_90	 +7-905-000-68-68;+7-917-800-83-04	Октябрьский район
ReCORE, студия функционального и оздоровительного тренинга	Фитнес-клубы | Занятия лечебной физкультурой | Тренажёрные залы	г. Уфа	Менделеева, 134/7		 +7-919-600-51-11	Кировский район
Апельсин-Сити, спортивно-оздоровительный комплекс	Фитнес-клубы	Октябрьский	Островского, 11а		 +7 (34767) 5-35-82	
FitCurves, фитнес-клуб для женщин	Фитнес-клубы	г. Уфа	Степана Кувыкина, 11	https://vk.com/club69275106	 +7 (347) 254-30-47; +7-917-738-60-78	Кировский район
FAVORITE, спортивный клуб	Фитнес-клубы	г. Уфа	Гвардейская, 55а		 +7-917-765-38-26	Калининский район
X-FIT, фитнес-клуб	Фитнес-клубы	Октябрьский	Космонавтов, 1/1		 +7-937-843-61-11	
Beauty Body, фитнес-клуб для женщин	Фитнес-клубы	Октябрьский	Комсомольская, 20а	https://vk.com/beautybodyclub	 +7-917-802-81-53	
Flexa Studio, студия	Парикмахерские | Велнес-залы | Фитнес-клубы | Услуги косметолога	Октябрьский	Ленина проспект, 50		 +7-919-140-25-67;+7-927-305-08-00	
90.60.90, студия персонального фитнеса	Фитнес-клубы	г. Уфа	Дагестанская, 13а	https://vk.com/pohudenie_dema	 +7-905-000-68-68;+7-917-800-83-04	Дёмский район
Запад-Восток, международная академия красоты и здоровья	Центры йоги | Услуги массажиста | Личностные тренинги / семинары | Услуги косметолога	г. Уфа	Октября проспект, 142/5	https://vk.com/zapadvostok_ufa	 +7 (347) 294-33-55; +7-917-755-16-07;+7-987-254-33-55	Октябрьский район
Адонис, центр здорового отдыха	Тренажёрные залы | Бани / Сауны | Центры йоги	г. Уфа	Первомайская, 66/2		 +7 (347) 240-19-33	Калининский район
Центр травматологии и ортопедии, ООО	Многопрофильные медицинские центры | Диагностические центры | Ортопедия и травматология | Ортопедические товары | Услуги невролога | Услуги хирурга | Услуги рефлексотерапевта | Услуги эндокринолога | Услуги массажиста | Медицинские анализы | Центры йоги	г. Уфа	Российская, 33/2		 +7 (347) 246-35-27	Орджоникидзевский район
Prana, студия йоги	Центры йоги	г. Уфа	Бакалинская, 25	https://vk.com/ufaprana	 +7 (347) 293-55-83; +7-917-042-20-34;+7-917-368-49-04	Кировский район
Савитар, ООО, оздоровительный центр	Центры альтернативной медицины | Услуги массажиста | Центры йоги | SPA-процедуры | Услуги косметолога	г. Уфа	Октябрьской Революции, 67/2	https://vk.com/savitarufa	 +7-987-624-61-60	Кировский район
Любящие сердца, семейный клуб	Центры йоги | Школы для будущих мам | Личностные тренинги / семинары | Услуги имидж-консультанта | Центры раннего развития детей	г. Уфа	Габдуллы Амантая, 12	https://vk.com/club79061652	 +7 (347) 216-45-31;+7 (347) 262-78-51	Кировский район
Академия здоровья, оздоровительный центр	Услуги массажиста | SPA-процедуры | Соляные комнаты | Центры йоги	г. Уфа	Российская, 25		 +7-987-254-56-78	Орджоникидзевский район
СпортиМед, ООО, центр спортивной медицины и медицинской реабилитации	Занятия лечебной физкультурой | Многопрофильные медицинские центры | Услуги массажиста | Центры йоги | Центры мануальной терапии	г. Уфа	Мира, 31	https://vk.com/sportimed1	 +7 (347) 294-92-00; +7-987-254-92-00	Орджоникидзевский район
Гималаи, центр психологии и йоги	Услуги психолога | Центры йоги	г. Уфа	Мира, 22	https://vk.com/yogagimalai	 +7 (347) 242-33-36; +7-917-791-48-61	Орджоникидзевский район
Академия успеха, центр развития личности	Центры раннего развития детей | Центры йоги | Услуги логопеда | Услуги психолога	г. Уфа	Свободы, 17	https://vk.com/ak.uspeha	 +7 (347) 266-58-35; +7-937-313-20-35;+7-927-236-58-35	Орджоникидзевский район
Ганеша, студия йоги	Центры йоги	г. Уфа	Лесотехникума, 26/2	https://vk.com/ganeshastudioufa	 +7-987-020-42-68;+7-903-393-47-08	Октябрьский район
Прямой путь, клуб	Центры йоги | Центры альтернативной медицины	г. Уфа	Новогорный переулок, 20	https://vk.com/pryamoipyt	 +7-919-609-09-00	Октябрьский район
Prana, студия йоги	Центры йоги	г. Уфа	Испытателей, 2	https://vk.com/ufaprana	 +7 (347) 293-55-83;+7 (347) 287-29-08	Кировский район
Созвездие, оздоровительно-образовательный центр	Занятия лечебной физкультурой | Центры йоги | Центры раннего развития детей	г. Уфа	Энтузиастов, 8		 +7 (347) 248-57-46; +7-917-422-91-08	Октябрьский район
Budda Life, школа йоги и медитации	Центры йоги	г. Уфа	Рихарда Зорге, 12/1	https://vk.com/buddhakorsi	 +7-987-612-16-99	Советский район
Отрада, семейный клуб	Центры раннего развития детей | Центры йоги | Языковые школы | Детские / подростковые клубы	г. Уфа	Мусы Джалиля, 64	https://vk.com/myagkoufa	 +7-987-607-32-80	Дёмский район
Студия йоги и цигун, ООО	Центры йоги	г. Уфа	50-летия Октября, 21 к1		 +7-917-432-96-94;+7-917-418-68-14	Советский район
ГармониЯ, студия развития	Личностные тренинги / семинары | Центры йоги	г. Уфа	Верхнеторговая площадь, 1	https://vk.com/training_club_un	 +7-917-780-16-17	Кировский район
НАТАРАДЖА, студия йоги и телесных практик	Центры йоги	г. Уфа	Заводская, 13	https://vk.com/yogastudia_ufa	 +7-987-474-03-25;+7-917-777-84-34	Советский район
Гармония, студия йоги и психологии	Центры йоги	Туймазы	Ленина проспект, 13		 +7-917-357-93-69;+7-927-230-65-85	
Тибет, центр творческого развития	Центры йоги	г. Уфа	Рихарда Зорге, 76	https://vk.com/tibet_ufa	 +7-987-602-08-68;+7-919-144-82-77	Октябрьский район
Первые ступеньки, частная творческая студия дошкольного развития	Центры раннего развития детей	г. Уфа	Карла Маркса, 50		 +7-905-356-25-70;+7-987-581-25-01	Советский район
SmartyKids, детский развивающий центр	Центры раннего развития детей	г. Уфа	Менделеева, 150/4		 +7-917-419-61-21;+7-919-142-68-52	Советский район
MaximУм, детский центр развития	Центры раннего развития детей | Курсы вокала | Театральные курсы | Детские / подростковые клубы | Услуги логопеда	г. Уфа	Софьи Перовской, 48/1	https://vk.com/maximumrazvitie	 +7-917-384-89-96	Кировский район
ПАЛИТРА, детский творческий клуб	Детские / подростковые клубы | Курсы творчества и рукоделия | Художественные выставки / Галереи | Центры раннего развития детей | Помощь в обучении	г. Уфа	Российская, 98/1	https://vk.com/palitraufa	 +7-987-479-14-93	Октябрьский район
Чича, детский центр	Центры раннего развития детей | Частные детские сады | Детские / подростковые клубы | Детские игровые залы / Игротеки	г. Уфа	Бакалинская, 25	https://vk.com/chichaufa	 +7 (347) 286-16-77; +7-987-090-89-11	Кировский район
Маленький гений, детский шашечный клуб	Центры раннего развития детей	г. Уфа	Достоевского, 49		 +7-901-441-93-17	Ленинский район
Бэби-клуб, сеть центров раннего развития	Центры раннего развития детей	г. Уфа	Джалиля Киекбаева, 4	https://vk.com/ufa_baby_club	 8-800-100-20-24; +7-937-353-55-00	Советский район
Я-ГЕНИЙ, АНОО, начальная школа-детский сад	Центры раннего развития детей | Начальные школы-детские сады / Прогимназии	г. Уфа	Ибрагимова бульвар, 41	https://vk.com/club68024653	 +7 (347) 216-42-50;+7 (347) 266-13-26;+7 (347) 266-59-26	Советский район
Детская академия, ЧОУ	Центры раннего развития детей	г. Уфа	50 лет СССР, 2		 +7 (347) 282-44-19;+7 (347) 282-49-15;+7 (347) 282-18-15	Советский район
СуперМалыш, сеть центров раннего развития, детских садов и школ	Начальные школы-детские сады / Прогимназии | Центры раннего развития детей | Частные детские сады	г. Уфа	Российская, 171/1	https://vk.com/clubsupermalysh	 +7 (347) 284-70-89	Октябрьский район
Клумба, центр раннего развития и фитнеса	Центры раннего развития детей | Детские / подростковые клубы | Частные детские сады | Организация и проведение праздников	г. Уфа	Софьи Перовской, 15/2	https://vk.com/club74187570	 +7-960-399-91-51;+7-987-251-11-94	Кировский район
ДеТвоРа, детский центр	Детские игровые залы / Игротеки | Центры раннего развития детей | Организация и проведение праздников	г. Уфа	Академика Королёва, 14	https://vk.com/detvoraufa	 +7-927-235-51-01	Октябрьский район
Развивайка, сеть детских садов	Частные детские сады | Центры раннего развития детей	г. Уфа	Юрия Гагарина, 16/1		 +7-909-348-39-33	Октябрьский район
Веселый кораблик, центр раннего развития	Центры раннего развития детей	г. Уфа	Ахметова, 316/2		 +7-917-465-44-80	Ленинский район
Авантика, детская студия	Центры раннего развития детей	г. Уфа	Кавказская, 8/3	https://vk.com/avantika_ufa	 +7 (347) 266-89-98	Кировский район
Умники и умницы, детский развивающий центр	Центры раннего развития детей	г. Уфа	Загира Исмагилова, 6/1	https://vk.com/club24959446	 +7-917-345-65-43;+7-917-741-14-18	Кировский район
Точка Роста, детский центр интенсивного развития	Центры раннего развития детей	г. Уфа	Бакалинская, 19	https://vk.com/tochka_rosta_ufa	 +7-917-468-88-11	Кировский район
Карапузики, центр детского развития	Центры раннего развития детей	г. Уфа	Загира Исмагилова, 15		 +7-937-337-81-82	Кировский район
Волшебный мир, детский центр	Частные детские сады | Центры раннего развития детей	г. Уфа	Сун-Ят-Сена, 9	https://vk.com/ufadetsad	 +7-927-953-13-93	Кировский район
Bambini Club, частный детский сад	Частные детские сады | Центры раннего развития детей	г. Уфа	Маршала Жукова, 3/1	https://vk.com/bambiniufa	 +7-937-365-36-35	Октябрьский район
Аленушка, частный детский сад	Частные детские сады | Центры раннего развития детей	г. Уфа	Первомайская, 29	https://vk.com/club90872740	 +7-987-491-90-39	Калининский район
Сияние, центр здоровья и развития	Центры раннего развития детей | Услуги массажиста | Ногтевые студии	г. Уфа	Степана Злобина, 32/1	https://vk.com/siyanie_ufa	 +7-917-804-36-34	Советский район
Бэби-клуб, сеть центров раннего развития	Центры раннего развития детей	г. Уфа	Степана Кувыкина, 16/1	https://vk.com/baby_club_ufa_kuvykina	 8-800-100-20-24;+7 (347) 246-87-31; +7-919-145-08-56	Кировский район
Школа 3000, развивающий центр	Центры раннего развития детей	г. Уфа	Энтузиастов, 1	https://vk.com/start3000	 +7-919-146-29-80	Октябрьский район
Ucmas, международный детский центр ментальной арифметики	Помощь в обучении | Центры раннего развития детей	г. Уфа	Мустая Карима, 16	https://vk.com/club111302489	 +7 (347) 266-19-05; +7-937-330-79-35	Ленинский район
Будущий гений, сеть центров раннего развития детей	Центры раннего развития детей | Частные детские сады	г. Уфа	Дуванский бульвар, 21		 +7 (347) 266-51-94;+7 (347) 266-80-55; +7-905-308-26-08	Кировский район
СуперМалыш, сеть центров раннего развития, детских садов и школ	Начальные школы-детские сады / Прогимназии | Центры раннего развития детей | Частные детские сады	г. Уфа	Гоголя, 63	https://vk.com/clubsupermalysh	 +7 (347) 251-16-55	Ленинский район
Sweet School, языковой клуб раннего развития	Частные детские сады | Центры раннего развития детей | Языковые школы | Театральные курсы	г. Уфа	Софьи Перовской, 42/2	https://vk.com/ufasweetschool	 +7-987-242-21-19	Кировский район
Волшебный улей, центр раннего развития	Центры раннего развития детей	г. Уфа	Машиностроителей, 6	https://vk.com/volshebnyyuley	 +7-917-732-32-26;+7-905-356-38-27	Калининский район
Грамотейка, центр раннего развития детей	Центры раннего развития детей	г. Уфа	Натальи Ковшовой, 10		 +7 (347) 266-01-19	Октябрьский район
Считай в уме, центр ментальной арифметики	Центры раннего развития детей	г. Уфа	Первомайская, 15	https://vk.com/schitaivume	 8-800-222-24-59; +7-927-083-11-08	Орджоникидзевский район
Развивайка, сеть детских садов	Частные детские сады | Центры раннего развития детей	г. Уфа	Пушкина, 109		 +7-909-348-39-33	Кировский район
Эстет, студия раннего развития	Центры раннего развития детей	г. Уфа	Машиностроителей, 10 к1		 +7 (347) 294-21-08; +7-917-746-84-24	Калининский район
Лимпопо, частный детский сад с математическим уклоном	Частные детские сады | Центры раннего развития детей	г. Уфа	Гафури, 103а	https://vk.com/club66942362	 +7-919-147-99-30;+7-917-788-30-22	Ленинский район
Baby Land, частный детский сад	Центры раннего развития детей	г. Уфа	Октября проспект, 174/2	https://vk.com/baby_land2016	 +7-963-898-03-33	Орджоникидзевский район
Планета Образования & IQ007, школа скорочтения и развития интеллекта	Помощь в обучении | Языковые школы | Услуги психолога | Центры раннего развития детей	г. Уфа	Комсомольская, 15		 +7 (347) 286-28-44; +7-963-134-47-77	Советский район
CDC, детский центр	Частные детские сады | Центры раннего развития детей	г. Уфа	Петра Еремеева, 4		 +7-917-045-37-37	Ленинский район
Центр изучения иностранных языков. Империя открытий, ЧОУ ДПО	Языковые школы | Центры раннего развития детей	г. Уфа	Братьев Кадомцевых, 6/2	https://vk.com/club66232147	 +7 (347) 285-77-05;+7 (347) 285-77-57;+7 (347) 223-66-88	Советский район
YES, центр обучения	Языковые школы | Центры раннего развития детей | Помощь в обучении	г. Уфа	Софьи Перовской, 42	https://vk.com/club123390091	 +7 (347) 289-47-00	Кировский район
Буквоежка, детская студия	Центры раннего развития детей	г. Уфа	Дагестанская, 33		 +7-937-481-67-25;+7-927-639-20-64	Дёмский район
Малмала, центр ментальной арифметики	Центры раннего развития детей	г. Уфа	Мустая Карима, 47	https://vk.com/malmala_mental_arithmetic	 +7 (347) 262-82-70	Ленинский район
Капитошка, центр раннего развития личности	Центры раннего развития детей	г. Уфа	Российская, 47		 +7-917-436-39-45;+7-917-436-85-39	Октябрьский район
Университет для Малышей, частный детский сад	Частные детские сады | Центры раннего развития детей | Детские лагеря	г. Уфа	Чудинова, 1	https://vk.com/kidsuniversity	 +7-962-546-00-55;+7-917-424-22-11;+7-919-606-28-48	Орджоникидзевский район
Рыжий кот, детский клуб	Центры раннего развития детей | Услуги логопеда | Услуги психолога	г. Уфа	Братьев Кадомцевых, 6/2	https://vk.com/redcat_ufa	 +7 (347) 223-79-90; +7-919-613-20-61	Советский район
Школа 3000, развивающий центр	Центры раннего развития детей	г. Уфа	Айская, 22	https://vk.com/start3000	 +7-919-146-29-80	Кировский район
Абакус, школа ментальной арифметики	Центры раннего развития детей	г. Уфа	Октября проспект, 78/3	https://vk.com/abacusufa	 +7 (347) 266-93-55; +7-927-236-93-55;+7-927-231-09-21	Октябрьский район
Сова, центр раннего развития	Центры раннего развития детей	г. Уфа	Октября проспект, 121/1а	https://vk.com/sadiksova	 +7 (347) 262-74-78;+7 (347) 287-72-68	Орджоникидзевский район
Будущий гений, сеть центров раннего развития детей	Центры раннего развития детей	г. Уфа	Дагестанская, 14		 +7 (347) 266-51-94; +7-905-308-26-08	Дёмский район
Next, центр скорочтения и развития интеллекта	Детские / подростковые клубы | Помощь в обучении | Центры раннего развития детей	г. Уфа	Менделеева, 205а	https://vk.com/centr_next	 +7 (347) 298-09-93; +7-903-311-09-93	Октябрьский район
Эрудит, студия	Центры раннего развития детей	г. Уфа	Глинки, 2		 +7-917-753-93-94	Калининский район
IQ007, школа скорочтения	Помощь в обучении | Центры раннего развития детей | Детские / подростковые клубы	г. Уфа	Октября проспект, 144/2	https://vk.com/iq007ru	 +7 (347) 254-02-75;+7 (347) 266-33-93; +7-987-254-02-75;+7-987-254-99-92	Октябрьский район
Территория детства, развивающий клуб	Центры раннего развития детей | Детские / подростковые клубы	г. Уфа	Габдуллы Амантая, 6/1	https://vk.com/territoriya_detstvaufa	 +7-987-036-55-08	Кировский район
Грамотейка, центр раннего развития детей	Центры раннего развития детей	г. Уфа	Юрия Гагарина, 74		 +7 (347) 266-17-43;+7 (347) 241-10-76; +7-917-750-20-15	Октябрьский район
Умка, центр раннего развития	Центры раннего развития детей	г. Уфа	Софьи Перовской, 54	https://vk.com/club76072297	 +7-917-411-99-35	Кировский район
Считай в уме, центр ментальной арифметики	Центры раннего развития детей	г. Уфа	Тухвата Янаби бульвар, 51	https://vk.com/schitaivume	 8-800-222-24-59; +7-967-737-21-14	Калининский район
Мульт Городок, детский развивающий клуб	Центры раннего развития детей	г. Уфа	Ахметова, 345/1	https://vk.com/clubmultgorodok	 +7 (347) 275-05-45	Ленинский район
Страна солнца, детский центр	Частные детские сады | Центры раннего развития детей	г. Уфа	Рихарда Зорге, 70/2		 +7-987-058-80-70	Октябрьский район
Лимпопо, частный детский сад с математическим уклоном	Частные детские сады | Центры раннего развития детей	г. Уфа	Загира Исмагилова, 1	https://vk.com/club66942362	 +7-919-147-99-30;+7-987-493-39-94	Кировский район
ТИК-ТАК, центр раннего развития	Центры раннего развития детей	г. Уфа	Карла Маркса, 32	https://vk.com/club42351365	 +7 (347) 250-65-98; +7-965-652-32-22	Ленинский район
Растем вместе, семейно-образовательный центр	Центры раннего развития детей | Домашний персонал | Музыкальные курсы | Языковые школы | Курсы творчества и рукоделия	г. Уфа	Гоголя, 36	https://vk.com/rvmeste_ufa	 +7-917-401-02-02	Кировский район
Радуга, ЧДОУ	Частные детские сады | Центры раннего развития детей	г. Уфа	Бехтерева, 16	https://vk.com/radugaufa_detsad	 +7 (347) 246-41-32; +7-917-345-24-06	Кировский район
Экселенд, учебный центр	Центры раннего развития детей | Бухгалтерские курсы | Компьютерные курсы | Дизайнерские курсы | Языковые школы	г. Уфа	Октября проспект, 132/3	https://vk.com/club99021156	 +7-987-472-72-15	Октябрьский район
YES, центр обучения	Языковые школы | Центры раннего развития детей | Помощь в обучении	г. Уфа	Юрия Гагарина, 44/1	https://vk.com/club123390091	 +7 (347) 241-20-17	Октябрьский район
XXI век, центр дошкольного развития	Центры раннего развития детей	г. Уфа	Калинина, 7	https://vk.com/club23277386	 +7 (347) 233-38-86	Орджоникидзевский район
Счастливый Я, центр отдыха и развития детей	Центры раннего развития детей | Частные детские сады	г. Уфа	Георгия Мушникова, 28	https://vk.com/detskiydosug	 +7-987-022-37-60;+7-919-609-91-92	Калининский район
Малмала, центр ментальной арифметики	Центры раннего развития детей	г. Уфа	Максима Рыльского, 11/1	https://vk.com/malmala_mental_arithmetic	 +7 (347) 262-82-70	Октябрьский район
TOMMY KIDS, частный детский сад	Центры раннего развития детей | Частные детские сады	г. Уфа	Лётчиков, 20	https://vk.com/tommy_kids	 +7-961-360-43-21;+7-986-976-21-66	Ленинский район
ABC-Kids, центр развития ребенка	Центры раннего развития детей | Языковые школы | Услуги логопеда	г. Уфа	Загира Исмагилова, 7	https://vk.com/abc_kids	 +7 (347) 289-55-43; +7-964-965-51-55	Кировский район
Гений, центр интеллектуального развития	Центры раннего развития детей	г. Уфа	Бакалинская, 19		 +7-937-841-71-00	Кировский район
Фантазер, студия раннего развития	Центры раннего развития детей	г. Уфа	Конституции, 13	https://vk.com/id218615599	 +7 (347) 299-00-98; +7-917-428-36-47	Орджоникидзевский район
Класс, центр раннего развития детей	Центры раннего развития детей | Частные детские сады	г. Уфа	Российская, 15	https://vk.com/club77458851	 +7-917-047-12-12	Орджоникидзевский район
Орбита, ООО, IT-школа	Детские / подростковые клубы | Центры раннего развития детей | Языковые школы	г. Уфа	Ленина, 70	https://vk.com/orbita_schools	 +7 (347) 266-35-38; +7-937-157-13-26;+7-927-236-35-38	Кировский район
IQ007, школа скорочтения	Помощь в обучении | Центры раннего развития детей | Детские / подростковые клубы	г. Уфа	Дагестанская, 14	https://vk.com/iq007ru	 +7 (347) 254-02-75; +7-987-254-02-75;+7-987-254-99-92	Дёмский район
МАЛЫШ.ru, частный детский сад	Частные детские сады | Центры раннего развития детей	г. Уфа	Георгия Мушникова, 27		 +7-987-626-33-04;+7-961-356-12-56	Калининский район
BABYBOSS, частный детский сад	Частные детские сады | Центры раннего развития детей | Детские / подростковые клубы	г. Уфа	Степана Злобина, 38/2	https://vk.com/stbabyboss	 +7-965-924-88-55;+7-964-954-80-79	Советский район
Монти, центр раннего развития детей	Центры раннего развития детей	г. Уфа	Революционная, 57		 +7 (347) 276-14-83; +7-917-342-18-32;+7-917-415-20-84	Советский район
Начало, центр развития ребенка	Центры раннего развития детей | Частные детские сады	г. Уфа	Октября проспект, 84/4	https://vk.com/centr_nachalo	 +7-917-383-65-60	Октябрьский район
Алиса, детский сад	Частные детские сады | Центры раннего развития детей	г. Уфа	Союзная, 6/2		 +7-917-457-16-21	Ленинский район
Малыш, центр раннего развития	Центры раннего развития детей	г. Уфа	Степана Злобина, 5	https://vk.com/centr_malysh	 +7-987-098-80-88	Советский район
Академия семьи, центр семейного досуга	Центры раннего развития детей | Детские / подростковые клубы | Курсы творчества и рукоделия | Услуги психолога	г. Уфа	Российская, 11	https://vk.com/academy7yufa	 +7 (347) 246-52-03; +7-917-375-87-41	Орджоникидзевский район
Дебют, центр детского творчества	Детские / подростковые клубы | Центры раннего развития детей	г. Уфа	Октября проспект, 97/1	https://vk.com/debutdeti	 +7 (347) 233-00-75	Орджоникидзевский район
CAMBRIDGE KIDS, частный детский сад	Центры раннего развития детей | Частные детские сады | Начальные школы-детские сады / Прогимназии | Языковые школы	г. Уфа	Муксинова, 1/1		 +7 (347) 216-69-95; +7-960-800-39-95	Кировский район
Нафаня, частный детский сад	Частные детские сады | Центры раннего развития детей	г. Уфа	Георгия Мушникова, 1/1	https://vk.com/detsadnafanya	 +7-937-859-18-03;+7-987-485-12-05	Калининский район
Школа скорочтения и управления информацией по методике Васильевой Л.Л.	Помощь в обучении | Центры раннего развития детей | Языковые школы	г. Уфа	Гафури, 54	https://vk.com/chitaiufa	 +7 (347) 262-72-72;+7 (347) 262-72-32	Ленинский район
Golden Owl, центр развития и обучения	Помощь в обучении | Языковые школы | Центры раннего развития детей | Услуги логопеда	г. Уфа	Черниковская, 46а	https://vk.com/public123830569	 +7-937-336-69-97;+7-917-784-31-68	Калининский район
Детский университет, центр дополнительного образования детей и подростков	Центры раннего развития детей | Помощь в обучении	г. Уфа	Чудинова, 1		 +7 (347) 233-83-49; +7-917-480-38-54	Орджоникидзевский район
TOMMY KIDS, частный детский сад	Центры раннего развития детей | Частные детские сады	г. Уфа	Взлётная, 51	https://vk.com/tommy_kids	 +7-961-360-43-21;+7-986-976-21-66	Ленинский район
РАЗВИТИЕ, детский клуб	Центры раннего развития детей	г. Уфа	Максима Рыльского, 9	https://vk.com/dkrazvitie	 +7-927-307-50-05	Октябрьский район
Содружество, детский клуб	Центры раннего развития детей | Частные детские сады	г. Уфа	Российская, 56Б	https://vk.com/club67868544	 +7-987-479-08-86;+7-917-444-59-80	Орджоникидзевский район
Бэби-клуб, сеть центров раннего развития	Центры раннего развития детей	г. Уфа	Георгия Мушникова, 13/2	https://vk.com/bc_mushnikova	 8-800-100-20-24; +7-937-326-83-48;+7-927-305-54-43	Калининский район
Радужное Детство, студия развития ребенка	Центры раннего развития детей	г. Уфа	Георгия Мушникова, 28	https://vk.com/club78554474	 +7-917-365-60-50	Калининский район
Почемучки, сеть частных детских садов	Частные детские сады | Центры раннего развития детей	г. Уфа	Зайнаб Биишевой, 3	https://vk.com/2serdca_pochemuchki	 +7-919-603-76-44	Кировский район
СуперМалыш, сеть центров раннего развития, детских садов и школ	Начальные школы-детские сады / Прогимназии | Центры раннего развития детей	г. Уфа	Гоголя, 63/1	https://vk.com/clubsupermalysh	 +7 (347) 294-15-41	Ленинский район
Студия развития-центр по уходу и присмотру за детьми	Центры раннего развития детей	г. Уфа	Октября проспект, 130/3	https://vk.com/club39130524	 +7 (347) 233-08-28; +7-917-758-82-88	Октябрьский район
Муравейник, дошкольный клуб	Центры раннего развития детей	г. Уфа	Софьи Перовской, 46		 +7-937-334-85-19	Кировский район
BABYBOSS, частный детский сад	Частные детские сады | Центры раннего развития детей | Детские / подростковые клубы	г. Уфа	Архитектора Рехмукова, 7	https://vk.com/stbabyboss	 +7-965-924-88-55;+7-964-954-80-79	Октябрьский район
МЫ ВМЕСТЕ, инклюзивный центр семьи и детства	Центры раннего развития детей | Услуги психолога | Услуги логопеда	г. Уфа	Александра Невского, 22	https://vk.com/centr_mivmeste	 +7 (347) 216-43-31; +7-961-358-14-88;+7-917-454-44-45	Орджоникидзевский район
Высшая школа детства, центр развития детей	Центры раннего развития детей	г. Уфа	Чернышевского, 25а		 	Ленинский район
Развивайка, сеть детских садов	Частные детские сады | Центры раннего развития детей	г. Уфа	Академика Королёва, 27		 +7-909-348-39-33	Октябрьский район
Радуга детства, частный детский сад	Частные детские сады | Центры раннего развития детей	г. Уфа	Бакалинская, 48		 +7-927-327-20-27;+7-937-369-49-00	Советский район
Островок детства, центр присмотра и ухода за детьми	Центры раннего развития детей	г. Уфа	Прямая, 43/1	https://vk.com/ostrowokdetstwa	 +7-927-080-77-70	Калининский район
Алиса, детский сад	Частные детские сады | Центры раннего развития детей	с. Зубово, Уфимский район	Сельская, 22		 +7-917-457-16-21	
Детское время, клуб гармоничного развития	Центры раннего развития детей	г. Уфа	50 лет СССР, 48	https://vk.com/club76452823	 +7 (347) 299-87-78; +7-960-800-87-78	Октябрьский район
Частный детский сад, ИП Лесковец З.Л.	Частные детские сады | Центры раннего развития детей	г. Уфа	Александра Невского, 8		 +7-987-096-86-57	Калининский район
Любознайка, центр раннего развития	Центры раннего развития детей	г. Уфа	Минигали Губайдуллина, 19/6		 +7-987-627-26-50	Советский район
Мелодия Арт, студия музыкального развития	Центры раннего развития детей | Курсы вокала | Музыкальные курсы | Услуги логопеда	г. Уфа	Мира, 16	https://vk.com/event73595138	 +7 (347) 299-35-10; +7-960-800-35-10	Орджоникидзевский район
Интеллект, центр образования	Центры раннего развития детей | Услуги логопеда | Языковые школы	г. Уфа	Революционная, 34/1	https://vk.com/intufa	 +7-989-955-33-31	Ленинский район
Little Kids, детский центр	Центры раннего развития детей	г. Уфа	Октября проспект, 162/1	https://vk.com/club75454767	 +7-962-527-07-91;+7-987-245-10-89	Орджоникидзевский район
